reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tgl_update,sentiment,business_category,sub_issue,merge_group,confidence_level
0e60b0b7-10f5-4f4f-a1df-ca5eca5f1bf2,Nirmala Dewy,https://play-lh.googleusercontent.com/a/ACg8ocJn6DWlIqN4cRU-JLlOYt1axjHUgzQARBS-J2oBSqcX26Qnuw=mo,bagus tapi apaan sih tiap mau buka update udh kesekian kali nya disuruh update lagi hadehhhh,3,0,2604100,2026-06-10 17:22:02,,,2604100,2026-06-15 14:32:38,netral,Manajemen Pembaruan,Frekuensi pembaruan aplikasi terlalu sering,UPDATE_ISSUE,High
4b42b61c-5ddf-4c73-b511-1a43d0b29677,Mpih Muflihun,https://play-lh.googleusercontent.com/a/ACg8ocLkG93ss8abPcTBiYKfdSZerh2TZ93NEcPIRzzJ-dTo91FC0A=mo,"jujur aja agak takut pakai klik indomaret belakangan ini bahkan aku ada rencana uninstall, soalnya tau2 pesanan saya dibatalkan dan uangnya ga masuk2 sampai saya telpon CS nya abis 4rb sekali telpon baru uangnya kembali, sama fitur kalo barang habis lebih baik ditulis habis, fitur chat toko juga ada jd bisa nanya ke toko kalo ada kendala kenapa, karena kalo lewat CS lama lagi",3,0,,2026-06-08 19:17:10,,,,2026-06-15 14:32:38,netral,Manajemen Stok dan Layanan,Ketidakjelasan stok barang dan kurangnya fitur komunikasi toko,ORDER_MANAGEMENT_ISSUE,High
6e88fdbd-b582-4c7d-85c8-f6aabea709d3,Andini Kusuma,https://play-lh.googleusercontent.com/a-/ALV-UjXrWgc8YIMs7SPXMzOe8-ZAIFQ1dV78En2kTilmcB710GXZx3kI,"2 kali belanja di klik indomaret dengan pengiriman instan, ternyata stock toko kosong / banyak yang tidak di-update. Sepertinya saya akan uninstall 😭🙏🏻 solusi dari kurir indomaret adalah ""belanja di toko terdekat saja bu, soalnya stock fisik kosong"" lah mana saya tauuuuu soal stock fisik kosong..",3,0,2605101,2026-06-08 16:24:36,,,2605101,2026-06-15 14:32:38,netral,Manajemen Stok dan Layanan,Ketidakjelasan stok barang dan kurangnya fitur komunikasi toko,ORDER_MANAGEMENT_ISSUE,High
fc34f4d5-fd71-4bc0-9831-5ffe13162be6,Jihan Jee,https://play-lh.googleusercontent.com/a-/ALV-UjWGh1cJfS55F588X8DrfWEQUJC7-qRgcrMqiDMJZcUoVPi3KWSG,"pelayanan buruk, setiap pesan pasti dibatalkan dengan alasan alamat tidak ditemukan padahal udah dikasih sharelok ke kurir nya, diawal doang bagus nya dianter barang lengkap. makanya agak heran, kenapa sekarang selalu dibatalkan terus",3,0,2605101,2026-06-07 09:33:20,,,2605101,2026-06-15 14:32:38,netral,Manajemen Stok dan Layanan,Ketersediaan stok barang tidak akurat dan layanan pengiriman,ORDER_MANAGEMENT_ISSUE,High
990130d6-7913-406a-ad1f-f5f776c12297,Syahnia Pratiwi,https://play-lh.googleusercontent.com/a/ACg8ocLSf5qypUSPBPuhGCE9JkxWAcVq3EHhcdKUJXLdRW0Pq9yU7g=mo,pembayaran mohon di tambahkan ewalet dana agar lebih mudah,3,0,2605101,2026-06-06 13:33:42,,,2605101,2026-06-15 14:32:38,netral,Fitur Pembayaran,Permintaan penambahan metode pembayaran dan fitur pembatalan,PAYMENT_FEATURE,High
c074d4d9-c790-4784-b811-0da57e11c786,habibah azizah,https://play-lh.googleusercontent.com/a/ACg8ocL5Qz8PZJ9UQVkfih-AFjngTSh5oraFWK4Vm4I0juer9hGREA=mo,loading gangguan trus,3,6,2605101,2026-06-06 11:27:14,,,2605101,2026-06-15 14:32:38,netral,Stabilitas Aplikasi,Loading aplikasi lama dan sering terjadi error,PERFORMANCE_BUG,High
cca115cc-b2aa-4379-8a34-cd334998b9df,irman fauzi,https://play-lh.googleusercontent.com/a-/ALV-UjW9WOCqsbtEXEGbbR7cwofF-fBpdi9MrZlh6HGPBUiP5pt5aM4f,"cuma promo eskrim beli satu gratis satu aja udah gangguan ini aplikasi, beda sama si merah tiap bulan promo gratisan tapi aplikasinya lancar",3,0,2605101,2026-06-06 10:26:22,,,2605101,2026-06-15 14:32:38,netral,Promosi dan Penawaran,Fitur tebus murah dan promo tidak muncul setelah update,PROMOTION_ERROR,High
f18def6d-9dbe-47ac-a077-a23140acbe7b,Muhammad Zaki Nurhakim,https://play-lh.googleusercontent.com/a-/ALV-UjXz9TPg_3U3COAunpqHE8s7RFqB8Nb94UrI5We7IvLX1LnrJCc8,sering ngelegggg gajelas,3,0,2605101,2026-06-06 09:38:29,,,2605101,2026-06-15 14:32:38,netral,Performa Aplikasi,Aplikasi sering mengalami lag atau kendala teknis,PERFORMANCE_BUG,High
f3b661d8-207c-4d52-9501-c4b0083ba901,Dhelia Sinta,https://play-lh.googleusercontent.com/a/ACg8ocLIUB2TdAq7ytVOpkQGa1Xivz9J_m3dTa0OVwn_LgoOxU37vA=mo,jelek bgt,3,0,2605101,2026-06-06 09:17:27,,,2605101,2026-06-15 14:32:38,netral,Performa Aplikasi,Aplikasi mengalami delay dan sangat lambat,PERFORMANCE_BUG,High
443e01cd-39d0-4acb-83a0-3e5ccb0c453c,Afan Jati Prasetya,https://play-lh.googleusercontent.com/a-/ALV-UjWUMjtM-XJxrC1_O0QI8rF9sGmM6CN3Ps6xqmUT78eaKgjjWcA,"Beberapa Produk tidak muncul ketika login. Saat open Aplikasi tanpa login Menu terbuka semua tapi saat login sebagian menu hilang jadi tidak bisa dipesan terutama yg ""Food""",3,1,2605101,2026-06-06 00:24:46,,,2605101,2026-06-15 14:32:38,netral,Stabilitas Aplikasi,Aplikasi lambat dan kendala pada sistem pembayaran,PERFORMANCE_BUG,High
