reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tgl_update,sentiment,business_category,sub_issue,merge_group,confidence_level
61605c52-f5d6-46b0-abf6-1de8ba28fe90,Andri Eko Rudianto,https://play-lh.googleusercontent.com/a-/ALV-UjVmQMofhNSAJ-oylCwjjwEX0Fx2d2w8FmuAMlG45-s57EDr8Xde,Good,5,0,2403300,2024-03-23 10:55:38,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 16:18:15,2403300,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Ulasan positif singkat,GENERAL_SATISFACTION,High
702eb757-baae-41de-9f1b-90f5742e97fc,anis yuli,https://play-lh.googleusercontent.com/a-/ALV-UjUnXaev_mhA_JyOGtx50QDMvN02j8KvCaSDr1QtVNZ9EOyx_Tkf,Bermanfaat,5,0,2403300,2024-03-23 09:07:30,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 16:22:38,2403300,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Ulasan positif umum mengenai aplikasi,GENERAL_SATISFACTION,High
1b97ab74-b48d-4b2b-98d6-a762b7da5376,Erik Kiswanto,https://play-lh.googleusercontent.com/a-/ALV-UjVwk1hBOBUxAPpI34GjJn2QvWIjk2bpt-OVavJ0aIkMmnvZOxLQOw,Belanja lebih mudah... Tinggal klik langsung datang..👍👍,5,0,2403300,2024-03-23 07:51:46,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 16:22:48,2403300,2026-06-15 14:32:38,positif,Promosi dan Penawaran,Kemudahan belanja dengan banyak promo menarik,PROMOTION_FEEDBACK,High
aa13fcff-6dda-4054-aac3-b915c9ec8ca5,Fitrotul Aini,https://play-lh.googleusercontent.com/a/ACg8ocKVmmNmTTrTbU8KJpFi1H4BdAHPSa51Tp-gE09VQQ5Z0HtKLmbw=mo,"Sangat membantu,",4,0,,2024-03-22 23:09:46,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:07:50,,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Aplikasi dirasakan sangat membantu pengguna,GENERAL_SATISFACTION,High
11f07088-a802-4167-8674-99369b6ef64c,BADMINTON SELURUH INDONESIA,https://play-lh.googleusercontent.com/a-/ALV-UjUqV-c5jSQh1xFiMAAC7BgsoIYElBoh-zn9jIQO7x8NxE-gW_d8,Belanja jadi mudah,5,0,2403300,2024-03-22 19:06:43,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:40:01,2403300,2026-06-15 14:32:38,positif,Pengalaman Pengguna,Kemudahan berbelanja online dari rumah,USER_EXPERIENCE,High
cea14756-3604-4e02-b4d4-8539dcd534a1,Relih Suminar,https://play-lh.googleusercontent.com/a-/ALV-UjWczIEYLEXJX8a3pDCrnzYjqe-nz6sYgNPDJwn-f2XFJa5v1W3k3g,Terimakasih indomaret simple ga ribet pilih barang cukup di klik indomaret semua kebutuhan terpenuhi.. Pelayanan baik indomaret cikelat FIBS CISOLOK SUKABUMI👍,5,0,2403300,2024-03-22 15:20:23,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:41:54,2403300,2026-06-15 14:32:38,positif,Layanan Pelanggan,Pelayanan yang cepat dan responsif,CUSTOMER_SERVICE,Medium
4abb28bb-cac9-4613-b38e-d0ad796acd58,Lina Karlina,https://play-lh.googleusercontent.com/a/ACg8ocICQyHnJV7tc48978rCuvnIBmiEW9guqgTFb9rZbi5ePBD_Xg=mo,Okee aplikasi nya,5,0,2403300,2024-03-22 14:53:05,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:42:33,2403300,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Ulasan positif singkat,GENERAL_SATISFACTION,Medium
74cd49dc-d8d4-4d68-947c-edb5b9a47bde,Nanda Nadia Rizka,https://play-lh.googleusercontent.com/a-/ALV-UjXIfAo0s7aNSOjEL30noa8tXnD5WxoNUzzSMWNDGQcXI2tM9Dkh,Selalu puassss,5,0,2403300,2024-03-22 14:14:19,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:44:20,2403300,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Ulasan positif singkat dan apresiatif,GENERAL_SATISFACTION,High
68b94276-c22c-4be9-987e-771fb42c8a20,Lans Agna,https://play-lh.googleusercontent.com/a/ACg8ocKT4W766NuBmUiAC9a0JK7GkYSI1D6un0kdKxoVdVm_Hu6GQA=mo,"Mantaaap,,,! Cepat n oke pengiriman pelayanan nya,,,",5,0,2403300,2024-03-22 12:51:28,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:45:25,2403300,2026-06-15 14:32:38,positif,Layanan Pengiriman,Pengiriman cepat dengan kurir yang ramah,DELIVERY_SERVICE,High
08420633-b353-4566-a209-911f590b53f3,Ahmatdimas,https://play-lh.googleusercontent.com/a/ACg8ocKdv7shnj2aK0LsCrpe6vuQ7mdRg-6uXE9mQi1APp8jfwHs7w=mo,Sangat membatu bagi busui,5,0,2403200,2024-03-22 11:35:13,"Hi Sobat, Terima kasih ya sudah berbelanja dan memberikan review terhadap Klik Indomaret. Kami ikut senang bisa membantu kamu belanja dengan mudah & nyaman. Semoga bisa terus happy dengan pelayanan kami. Ditunggu ceritamu lainnya ya. Terima kasih. – Mich",2024-03-26 15:46:09,2403200,2026-06-15 14:32:38,positif,Kepuasan Pengguna,Ulasan positif singkat dan apresiatif,GENERAL_SATISFACTION,Medium
