comment_id,username,comment_text,like_count,reply_count,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob,business_category,sub_issue,ai_sentiment,post_id,video_id,video_desc,nickname,avatar,created_at,is_reply,parent_comment_id,confidence_level
7656819234199585554,gntl_12,saya berada di sumut apakah bisa daftar kuliah disini juga,1,1,0,Tidak Ada Jurusan,0.7480921149253845,1,Berapa Buka Kapan,0.701836109161377,5,Ada S2 Rpl,0.6673064231872559,Pertanyaan Program Studi,Calon mahasiswa menanyakan ketersediaan jurusan S1 dan S2.,Netral,7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",Tak'urus,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/be001e64ef9e54b4fda9ef07f6a46c7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=364161a6&x-expires=1782964800&x-signature=FPRoENYrlVDWl%2FJgyC84HTRw7NM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-29 21:09:24,False,,High
7657028412909912852,univsiberasia,UNSIA menerapkan sistem perkuliahan secara online maka kakak bisa berkuliah dimana saja dan kapan saja. Nah UNSIA bisa menjadi tujuan kakak yg ingin kuliah sambil bekerja kak karena memang waktunya fleksibel dan bisa dilaksanakan kapanpun dan dimanapun🤩,0,0,9,Id Ac Pmb,0.8030000925064087,27,Pt Terakreditasi Ban,0.6489601135253906,16,100 Tugas Skripsi,0.6480634212493896,Informasi Pendaftaran,Panduan pendaftaran melalui website resmi UNSIA.,Positif,7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-30 10:41:34,True,7.656819234199586e+18,High
7656745347297035026,luigi.powder,biaya brapa prof,1,0,22,Biayanya Berapa Biaya,0.9014774560928344,15,Dimana Daerah Pjj,0.6907243728637695,13,Info Bagaimana Cara,0.6818726062774658,Pertanyaan Biaya Kuliah,Audiens menanyakan informasi mengenai biaya pendaftaran atau kuliah.,Netral,7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",Luigi Powder,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9c82d0df79fd69f541d77da08a24d976~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e40f2f2d&x-expires=1782964800&x-signature=norAnRzFUGBDRQD0t4Vh30pjMpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-29 16:22:37,False,,High
7656665895242842901,muhammadhannafis.kom,menyala 🔥,1,0,3,Menyimak Nrrjml Binus,0.9410434365272522,21,Nitip Nitipp Kabarin,0.6802600622177124,2,Iya Kak Dong,0.6793730854988098,Interaksi Umum,Audiens hanya menyimak atau memberikan reaksi singkat.,Netral,7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",Muhammad Hannafi,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/60a7ebb1e350d5a3abcd294de0f7d2c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6113fd1&x-expires=1782964800&x-signature=%2FHlW601Rdzear8yZhJ%2Bh04wpw%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-29 11:21:37,False,,High
7657152480103744274,smokinaftersad_,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,1,Berapa Buka Kapan,0.771117091178894,6,Dibuka Saat Mahasiswa,0.7499824166297913,19,Jalur Konversi Melalui,0.7429587841033936,Pertanyaan Pendaftaran,Calon mahasiswa menanyakan jadwal dan prosedur pendaftaran.,Netral,7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",rifqi maulana,https://p19-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f204df5f&x-expires=1782964800&x-signature=L2IJ02yjz13AvEbz3naHUQYKAJA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-30 18:42:33,False,,High
7655578819294282516,rumiiiiiiiiii20_,"Haii kak, apakah ada program studi pgsd kak?",0,1,0,Tidak Ada Jurusan,0.7942279577255249,1,Berapa Buka Kapan,0.7471495866775513,6,Dibuka Saat Mahasiswa,0.7339566349983215,Pertanyaan Program Studi,Calon mahasiswa menanyakan ketersediaan jurusan S1 dan S2.,Netral,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,rumiiiiiiii_,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ff30fe93d35b7cac226f80a68dc31370~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=143e39c4&x-expires=1782964800&x-signature=GL5ZXlNz%2BCx5UPwSFBoEd1Ecank%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 12:56:07,False,,High
7655625945747260167,univsiberasia,"Hai Kakak, UNSIA memiliki 6 prodi yaitu akuntansi, komunikasi, manajemen, sistem informasi, informatika, dan teknologi informasi🤗",0,0,17,Informasi Informatika Akuntansi,0.932427167892456,27,Pt Terakreditasi Ban,0.6764167547225952,9,Id Ac Pmb,0.6626029014587402,Informasi Program Studi,Daftar program studi yang tersedia di Universitas Siber Asia.,Netral,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 15:58:47,True,7.655578819294283e+18,High
7655302739774309140,jochi.solution,"lihat pak Joko sehat senang sekali, dosen penguji saya pas sidang. sehat2 terus pak..",0,1,10,Selalu Amin Semoga,0.6676605939865112,11,Terima Kasih Salam,0.5734535455703735,12,Umur Yang Semangat,0.5683571100234985,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,jochi.solution,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/110a10318854ffa4c220788935bd50b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5428c99d&x-expires=1782964800&x-signature=ZiGKt%2B0QILDm7KliQ3PzwGXpgfE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-25 19:04:42,False,,Medium
7655626143144313618,univsiberasia,"Wah, ada alumni UNSIA nih. Sukses selalu untuk Kakak yaa🤩",1,0,10,Selalu Amin Semoga,0.8697308897972107,11,Terima Kasih Salam,0.7756714224815369,6,Dibuka Saat Mahasiswa,0.7408776879310608,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-26 15:59:37,True,7.655302739774309e+18,High
7655313616019063560,hrlnyti,sehat sehat sll pak dosen😘,0,1,10,Selalu Amin Semoga,0.7785783410072327,25,Semangat Wah Tetap,0.7039597630500793,11,Terima Kasih Salam,0.6900646090507507,Apresiasi Konten,Dukungan dan doa baik dari audiens untuk UNSIA.,Positif,7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,hrlnyti,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/b38f9d2a6ad0f4262137b57b7982c56b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1474bc06&x-expires=1782964800&x-signature=YE0iBt2niuD41wooLJM6fWEWgvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,2026-06-25 19:46:45,False,,High
