post_id,video_id,video_desc,comment_id,username,nickname,avatar,comment_text,like_count,reply_count,created_at,is_reply,parent_comment_id
7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7656819234199585554,gntl_12,Tak'urus,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/be001e64ef9e54b4fda9ef07f6a46c7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=364161a6&x-expires=1782964800&x-signature=FPRoENYrlVDWl%2FJgyC84HTRw7NM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,saya berada di sumut apakah bisa daftar kuliah disini juga,1,1,2026-06-29 21:09:24,False,
7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7657028412909912852,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,UNSIA menerapkan sistem perkuliahan secara online maka kakak bisa berkuliah dimana saja dan kapan saja. Nah UNSIA bisa menjadi tujuan kakak yg ingin kuliah sambil bekerja kak karena memang waktunya fleksibel dan bisa dilaksanakan kapanpun dan dimanapun🤩,0,0,2026-06-30 10:41:34,True,7656819234199585554
7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7656745347297035026,luigi.powder,Luigi Powder,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9c82d0df79fd69f541d77da08a24d976~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e40f2f2d&x-expires=1782964800&x-signature=norAnRzFUGBDRQD0t4Vh30pjMpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,biaya brapa prof,1,0,2026-06-29 16:22:37,False,
7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7656665895242842901,muhammadhannafis.kom,Muhammad Hannafi,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/60a7ebb1e350d5a3abcd294de0f7d2c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6113fd1&x-expires=1782964800&x-signature=%2FHlW601Rdzear8yZhJ%2Bh04wpw%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,menyala 🔥,1,0,2026-06-29 11:21:37,False,
7656663517424028935,7656663517424028935,"International Seminar & Workshop Series Universitas Siber Asia sukses menyelenggarakan International Seminar & Workshop Series bertajuk “UNSIA AI-Innovators: Preparing AI-Driven Learning Innovation for WURI 2027” pada Jumat, 26 Juni 2026. Seminar ini menghadirkan narasumber internasional dari Pohang University of Science and Technology (POSTECH) dan Soonchunhyang University, Korea Selatan, serta praktisi dari Pertamina EP dan Google Certified Trainer. Kegiatan ini membahas peran Artificial Intelligence dalam mendorong inovasi pembelajaran, penguatan kompetensi digital, serta kolaborasi antara dunia pendidikan dan industri. Acara ini turut dihadiri oleh Rektor beserta jajaran Wakil Rektor Universitas Siber Asia sebagai bentuk dukungan terhadap penguatan budaya inovasi dan transformasi digital di lingkungan perguruan tinggi. Kehadiran pimpinan universitas menegaskan komitmen UNSIA dalam mempersiapkan ekosistem pembelajaran berbasis AI yang berdaya saing global menuju WURI 2027. Semoga kolaborasi dan wawasan yang diperoleh dapat menjadi langkah nyata dalam menciptakan inovasi pendidikan di era kecerdasan buatan #fyp #seminarinternasional #kampusonline #wuri #unsia created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia",7657152480103744274,smokinaftersad_,rifqi maulana,https://p19-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/1d15922f728a8987a07ff75e6bf03a66~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f204df5f&x-expires=1782964800&x-signature=L2IJ02yjz13AvEbz3naHUQYKAJA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"hai kak, mau tanya untuk pengumuman hasil seleksi jalur pendaftaran beasiswa diumumkan kapan kak? soalnya saya cek selalu ""masih salam proses seleksi"" mohon pencerahannya 🙏🏻",0,0,2026-06-30 18:42:33,False,
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655578819294282516,rumiiiiiiiiii20_,rumiiiiiiii_,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/ff30fe93d35b7cac226f80a68dc31370~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=143e39c4&x-expires=1782964800&x-signature=GL5ZXlNz%2BCx5UPwSFBoEd1Ecank%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Haii kak, apakah ada program studi pgsd kak?",0,1,2026-06-26 12:56:07,False,
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655625945747260167,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Hai Kakak, UNSIA memiliki 6 prodi yaitu akuntansi, komunikasi, manajemen, sistem informasi, informatika, dan teknologi informasi🤗",0,0,2026-06-26 15:58:47,True,7655578819294282516
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655302739774309140,jochi.solution,jochi.solution,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/110a10318854ffa4c220788935bd50b9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5428c99d&x-expires=1782964800&x-signature=ZiGKt%2B0QILDm7KliQ3PzwGXpgfE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"lihat pak Joko sehat senang sekali, dosen penguji saya pas sidang. sehat2 terus pak..",0,1,2026-06-25 19:04:42,False,
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655626143144313618,univsiberasia,Universitas Siber Asia,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-aiso/89a059594fb8afdd0f62fd67fd986822~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b4ea1021&x-expires=1782964800&x-signature=5bOXJ87KCJs4hR6EWBthcf%2BRl1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,"Wah, ada alumni UNSIA nih. Sukses selalu untuk Kakak yaa🤩",1,0,2026-06-26 15:59:37,True,7655302739774309140
7655300474303778056,7655300474303778056,Wah menarik sekali ya nanti yang akan menjadi pembicara di acara wisuda UNSIA di Taman Mini Indonesia Indah 🤩 Mimin jadi ngga sabar nih🙌🏻🙌🏻 #fyp #kampusonline #wisudaunsia  created by Universitas Siber Asia with Universitas Siber Asia’s original sound - Universitas Siber Asia,7655313616019063560,hrlnyti,hrlnyti,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/b38f9d2a6ad0f4262137b57b7982c56b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1474bc06&x-expires=1782964800&x-signature=YE0iBt2niuD41wooLJM6fWEWgvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,sehat sehat sll pak dosen😘,0,1,2026-06-25 19:46:45,False,
