reviewId,content,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob
78b4dd73-4c8a-4c2d-81fe-a2e22a48ab8a,"Kenapa edlink sekarang sering error, padahal sudah berkali-kali di upgrade mohon segera di perbaiki ya, terima kasih.",5,Diperbaiki Tolong Mohon,0.8600610494613647,31,Mohon Bantuannya Setelah,0.8262357711791992,40,Diperbaiki File Tolong,0.8231291174888611
fec267e7-f627-43f8-a8a8-40a5b8449a22,"Apk sampah, kok gak bisa upload 3 file tugas sekaligus?",14,File Upload Android,0.8300702571868896,8,Download Logo Kok,0.7571792602539062,44,Buka Materi Berkas,0.7564574480056763
f7a0b53f-1f2a-441f-8cc9-f31506b38e95,banyak bug,19,Bug Banyak 13,0.9015018939971924,2,Buruk Good Ok,0.816364049911499,23,Bermasalah Aplikasi Goblok,0.8134608268737793
def7c1d8-0c2a-438f-851b-48e1c1a231fc,"halo min mohon maaf min mau bertanya, min ini kenapa ya saya mau mengunduh file dari dosen ga bisa di unduh kenapa ya? btw kalau ada bug atau error di update lagi secara bertahap aja min jangan lupa memikiran realistisnya juga min",37,Min Updte Ya,0.8550714254379272,48,Malam Kendala Saya,0.8482474088668823,22,Mohon Kak Solusinya,0.8281844258308411
74239563-73a2-4aa7-b37e-297d5f937df2,lebih bagus versi sebelumnya,10,Update Makin Optimal,0.7389374375343323,19,Bug Banyak 13,0.7096282243728638,24,Eror Lambat Banget,0.6907323598861694
d4a0eee5-30eb-480c-9783-9a17880631a4,bisa lagi kembalikan fitur yang dulu sebelum versi sekarang ini karena Lebih susah akses materi sekarang daripada yang sebelumnya,11,Download Bagus Jaringan,0.6908273100852966,10,Update Makin Optimal,0.7342774868011475,13,Banget Versi Ribet,0.7126997709274292
1d20014f-960a-4834-8e71-7dfb993a1987,"muter-muter pas ngerjain, bikin waktu ke pangkas",1,Gara Mulu Tugas,0.7248140573501587,13,Banget Versi Ribet,0.6224547624588013,7,Upload Lah Pokoknya,0.6060471534729004
aa5b3e05-40eb-4257-9bea-dfa3ffdb9e84,"spam notifikasi nilai tugas diterima pas di klik notifnya ga tertuju pada satu tugas hanya ada di beranda edlink, ini sangat menganggu.",32,Quiz Jawaban Benar,0.7972164154052734,39,Notif Notifikasi Deatline,0.8077031970024109,18,Membantu Fitur Mengerjakan,0.7929359674453735
dc2d5c8a-45bb-4672-854d-00b812465481,"kenapa tidak bisa terhubung ke internet yaa? saya mau ngumpulin tugas jadi tidak bisa apakah server error? sudah di uninstal tapi tetep sama, mohon perbaiki secepatnya.",22,Mohon Kak Solusinya,0.9091944694519043,48,Malam Kendala Saya,0.8743712306022644,40,Diperbaiki File Tolong,0.8507281541824341
d43100b1-56d8-442b-8d3f-0a7b2f942144,"saya upload tugas 5 kli pun gk kekirim k dosen, buat perbaikan lah ya, saya sampe gk ada nilai uts saya!",1,Gara Mulu Tugas,0.8023768067359924,9,Tugas Mengirim Hilang,0.8573300838470459,36,Postingan Dosen Kelas,0.8471188545227051
