reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tgl_update,sentiment,business_category,sub_issue,merge_group,confidence_level
f7a38a08-63e1-4a46-bf49-4385202f9279,Dhafin,https://play-lh.googleusercontent.com/a-/ALV-UjXj9IHYo4kQOFdHSdZaxieFxi4XOdBDEr7R7vH_XixDwDnuSPxb,"ada bug yg bikin kesel, ketika mau upload ke gdrive melalui edlink pasti disuruh ""Permission penyimpanan diperlukan"" tapi ketika dipencet malah gk ada opsi buat mengizinkan itu.",4,0,4.9.9.1,2026-06-15 10:58:02,,,4.9.9.1,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
6a7d1219-f8f6-44c0-9351-1b19f808f817,Widy Astuti,https://play-lh.googleusercontent.com/a/ACg8ocLxJJIdEZlswT4NRFDR6zbR89nKKEvytYxoa-Ajn_wzudT6zA=mo,kampus ungu icsada Bojonegoro memudahkan kami dalam belajar melalui program rpl dengan tenaga dosen yang ramah,5,0,4.9.9.1,2026-06-12 09:30:35,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-06-19 15:31:34,4.9.9.1,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
e66718d7-5a0e-4176-9ce9-885db0cb78bb,Fransiskustefi 07,https://play-lh.googleusercontent.com/a-/ALV-UjWas3oTK1U1zOFLT86n62m18VYRO3CShThRXWYHqjCFlURsLsg,sangat membantu,5,0,4.9.9.1,2026-06-03 07:20:15,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-06-10 09:29:23,4.9.9.1,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi sangat membantu kegiatan akademik,POSITIVE_FEEDBACK,High
682bb1b2-244f-4227-8a27-141a4eaaa817,Ririn Eka Martanty,https://play-lh.googleusercontent.com/a/ACg8ocL2edsEDQivRrgC_JAlrHL_6wODcG5srnNeaXOvakfmxu80dQ=mo,Easy to use,5,0,,2026-05-24 21:09:14,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-05-26 14:45:06,,2026-06-23 15:49:11,positif,Ulasan Positif Pengguna,Pengguna memberikan apresiasi positif dalam bahasa Inggris,POSITIVE_FEEDBACK,High
58f3e151-8429-40ed-a841-20c73a0087f0,Eberon Bilambani,https://play-lh.googleusercontent.com/a/ACg8ocKmS3udQOWyJ8sNoZl1-kIZCV_JcZ5K5YSTzloLn2wIcvctbQU=mo,sangat membantu,5,0,4.9.9.1,2026-05-22 19:22:21,"Halo Kak, terima kasih banyak atas ulasannya! Jika Kakak mengalami kendala atau memiliki pertanyaan, silakan bergabung ke komunitas Edlink melalui sevi.ma/helpdeskedlink. Semoga Aplikasi Edlink dapat terus mendukung dan bermanfaat dalam proses perkuliahan Kakak. Sukses selalu!",2026-05-26 14:46:35,4.9.9.1,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi sangat membantu kegiatan akademik,POSITIVE_FEEDBACK,High
178d999e-f369-4f73-a1ac-9df26bd6ac0a,Inda Nurzazkia,https://play-lh.googleusercontent.com/a/ACg8ocKI8M2wcDSVHz-mq3W_25C2dxnJX66lHwMiDj5iMoYKyqRBbQ=mo,"tolong dong min balikin fitur yang bisa lihat materi yg udah dibagikan sebelum sebelumnya, sama yg bisa lihat presensi. soalnya butuh bnaget yg itu",4,0,4.9.9.1,2026-05-22 07:44:21,"Halo Kak, terima kasih atas ulasannya. Beberapa hal di atas hingga saat ini masih tersedia, silahkan kirimkan pesan ke email edlink@sevima.com untuk detail informasi yang dibingungkan ya Kak. Terima kasih.",2026-05-26 14:49:14,4.9.9.1,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
4fb0453c-0cf6-4491-9cc6-f43c2c75b47e,CINTHIA YUNI YESENIA,https://play-lh.googleusercontent.com/a-/ALV-UjV1r2i5FEHbFT5HkgtSYBXjpZ1_PccB9wu4Ifs4GjrkSqU4OG_X,"setelah diupdate aplikasinya, link filenya jadi tidak bisa dibuka. padahal dulu sebelum update, link filenya bisa dibuka dan ngak lag",5,0,,2026-05-20 10:11:38,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait kendala tersebut sudah kami perbaiki. Silakan melakukan update Edlink ke versi terbaru. Kakak juga bisa menghubungi kami di sevi.ma/helpdeskedlink. Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-02-26 12:33:21,,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
49bf9bbd-9762-4f42-9011-5b402e3a87d7,Priyastiti N. Agustina,https://play-lh.googleusercontent.com/a/ACg8ocJNNWg9qUyUrjCz71HFD-bByjUEt7Y9PO98envS8S-JFDHTWQ=mo,bagus,5,0,4.9.1,2026-05-19 20:42:30,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-05-26 14:49:19,4.9.1,2026-06-23 15:49:11,positif,Kepuasan Pengguna,Ulasan positif singkat mengenai kualitas aplikasi,POSITIVE_FEEDBACK,High
2177a9be-33ec-44b2-ab62-6637fa0440ba,Lionel Harrison,https://play-lh.googleusercontent.com/a/ACg8ocKi9bZRPCvNwCy70fCD7gSVuKGIvDxDvT4VC1tBS50WzHVUpQ=mo,min tolong dong servernya benerin ada tugas nih aduhhhh jadi gak bisa ngirimmm,5,0,,2026-05-19 19:18:34,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait kendala tersebut sudah kami perbaiki. Silakan melakukan update Edlink ke versi terbaru. Kakak juga bisa menghubungi kami di sevi.ma/helpdeskedlink. Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-26 14:49:37,,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
6f008bfc-4e0f-4d57-9453-204890fb387c,Falah Nazhif,https://play-lh.googleusercontent.com/a/ACg8ocIHx0RxpkedyzOkQDxw3FfeyCxReEWqPwieZzuaCnlj5KDIHA=mo,update yang luar bisaa👌🔥,5,0,4.9.8.6,2026-05-19 08:26:44,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-05-19 10:46:51,4.9.8.6,2026-06-23 15:49:11,positif,Kepuasan Pengguna,Ulasan positif mengenai kualitas aplikasi,POSITIVE_FEEDBACK,High
41a9ee87-2b54-4c6b-b7e8-08937261b2db,Juan P,https://play-lh.googleusercontent.com/a-/ALV-UjWtWVtXyQLCtYOt3nxJECw6wzQFKF7qjP1s393AubbomYUYBjKh,"Rapi, bagus overall. Tapi tolong buat supaya kalo mau up foto tugas jangan maks 10 mb, mau up banyak foto kami yang susah. sama kalo mau up foto dari galeri ke server, buat supaya jangan harus up satu-satu, capek",4,0,4.9.8.6,2026-05-12 22:47:04,"Halo Kak, terima kasih atas ulasannya. Terkait dengan maksimal ukuran file tugas sepenuhnya diatur oleh dosen pengajar. Untuk upload foto dari galeri akan kampi tampung sebagai saran Kak.
Jika ada diskusi lanjutan, silakan hubungi kami di sevi.ma/helpdeskedlink. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-19 10:25:09,4.9.8.6,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
23dd788c-e8a6-47bc-aa21-a90ce7913f74,Syafitrah alif Raihan,https://play-lh.googleusercontent.com/a-/ALV-UjVrJQLG7EKhcerGUeKTK3XmjSfMVsI6TQbR1L4KVe-gRjEsLgJD,overall Aplikasi nya bagus sangat membantu tidak ada error atau bug Sama sekali saya suka aplikasi nya cukup membantu buat absensi saya di kuliah tingkatkan lagi ya,5,0,4.9.8.6,2026-05-09 01:21:17,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-05-19 10:23:30,4.9.8.6,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,High
6fa52b21-ecaf-4a07-ab1b-faac9d8c0dba,Elang Buana,https://play-lh.googleusercontent.com/a/ACg8ocIF85T7CApC0No4OhKp3IzuPk0O21-oIdBWeMsTEXXdhkI_Gg=mo,"halo min, saya telah melakukan pembayaran namun status di aplikasi belum terkonfirmasi telah dibayar otomatis, dan saya sudah email namun belum juga ditindaklanjuti , tolong tambahkan fitur konfirmasi manual dengan memberikan bukti foto pembayaran. update uang sudah dikembalikan dan harus dilakukan pembayaran ulang.",5,0,4.9.8.6,2026-05-05 05:02:50,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait hal ini, telah kami bantu hubungi tim terkait ya, mohon ditunggu untuk ditindaklanjuti ya kak. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-04 11:03:29,4.9.8.6,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,Medium
2d9db710-ae59-41f7-ba22-3db5aaf9e86c,Mariano Henriques da Costa,https://play-lh.googleusercontent.com/a-/ALV-UjU01vY4ImGkD14RvhknphCOYQh8It56YtqXzU0_oNMfvbh6J1H7,aplikasi yang sangat bermaanfaat untuk belajar,5,0,4.9.8.6,2026-05-04 11:28:15,"Halo Kak, terima kasih banyak atas ulasannya! Semoga Aplikasi Edlink dapat terus membantu dan bermanfaat dalam proses perkuliahan Kakak. Jika ada pertanyaan atau kendala, silakan hubungi kami melalui Helpdesk Edlink di sevi.ma/helpdeskedlink. Sukses selalu!",2026-05-06 10:18:32,4.9.8.6,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Aplikasi memudahkan akses nilai dan proses perkuliahan,POSITIVE_FEEDBACK,High
92ae4745-dabe-4f49-b648-cbcb09e5dd57,SMAWAR BUDIDAYA,https://play-lh.googleusercontent.com/a-/ALV-UjWcnKAImPhzzTfyJ2OUKFxYbAcAfxYGJ0aq7nyBK3iahbFk4p0c,lengkap,5,0,4.9.8.6,2026-04-29 19:56:58,"Halo Kak, terima kasih banyak atas ulasannya! Jika Kakak mengalami kendala atau memiliki pertanyaan, silakan bergabung ke komunitas Edlink melalui sevi.ma/helpdeskedlink. Semoga Aplikasi Edlink dapat terus mendukung dan bermanfaat dalam proses perkuliahan Kakak. Sukses selalu!",2026-05-04 10:45:52,4.9.8.6,2026-06-23 15:49:11,positif,Pengalaman Pengguna,Pengguna merasa puas dan terbantu dengan aplikasi,POSITIVE_FEEDBACK,High
