reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tgl_update,sentiment,business_category,sub_issue,merge_group,confidence_level
78b4dd73-4c8a-4c2d-81fe-a2e22a48ab8a,Azlina Farhan,https://play-lh.googleusercontent.com/a/ACg8ocJuCY-AMEEqNfYJBYNtEYfeC58fU9hiqoAQ8wsWJbY_2OdMqA=mo,"Kenapa edlink sekarang sering error, padahal sudah berkali-kali di upgrade mohon segera di perbaiki ya, terima kasih.",2,0,4.9.9.1,2026-06-15 21:42:32,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-19 15:51:54,4.9.9.1,2026-06-23 15:49:11,negatif,Masalah Notifikasi dan Akses,Notifikasi tidak muncul dan kendala akses akun pengguna,NOTIFICATION_AND_ACCESS_ISSUE,High
fec267e7-f627-43f8-a8a8-40a5b8449a22,Tubagus Arya,https://play-lh.googleusercontent.com/a-/ALV-UjVSb0FdGJBR0isasXrON5Gb_iKQ0wn14GibGaHsUPVIhzvhXpM,"Apk sampah, kok gak bisa upload 3 file tugas sekaligus?",2,2,4.9.9.1,2026-06-13 16:58:08,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait unggahan tugas tergantung pada batas ukuran file yg diatur oleh dosen pengajar kelas ya, jadi silahkan dapat dikoordinasikan. Jika ada diskusi lanjutan, silakan hubungi kami di sevi.ma/helpdeskedlink. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-19 15:45:47,4.9.9.1,2026-06-23 15:49:11,negatif,Manajemen File dan Dokumen,Kendala unggah dan unduh file pada perangkat Android,FILE_MANAGEMENT_ERROR,High
f7a0b53f-1f2a-441f-8cc9-f31506b38e95,ibnu zacky,https://play-lh.googleusercontent.com/a/ACg8ocI-ZFdh6wCXOLNiDYXQsgzcXZ5W24ApUYY3qKj1wtfyn3TzIA=mo,banyak bug,1,0,,2026-06-12 13:32:27,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-19 15:32:32,,2026-06-23 15:49:11,negatif,Kualitas Aplikasi Umum,Banyak bug dan aplikasi tidak berfungsi baik,GENERAL_PERFORMANCE_ISSUE,High
def7c1d8-0c2a-438f-851b-48e1c1a231fc,Teguh Iman Satrio,https://play-lh.googleusercontent.com/a-/ALV-UjUW_jxOytEgRAzGBDk0-gW_SRqDNeBdYHSYl2oIaB7lITUdjb8R,"halo min mohon maaf min mau bertanya, min ini kenapa ya saya mau mengunduh file dari dosen ga bisa di unduh kenapa ya? btw kalau ada bug atau error di update lagi secara bertahap aja min jangan lupa memikiran realistisnya juga min",1,0,4.9.9.1,2026-06-09 15:49:46,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Agar kami dapat melakukan pengecekan lanjut. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-19 14:38:13,4.9.9.1,2026-06-23 15:49:11,negatif,Masalah Notifikasi dan Akses,Notifikasi tidak muncul dan kendala akses akun pengguna,NOTIFICATION_AND_ACCESS_ISSUE,High
74239563-73a2-4aa7-b37e-297d5f937df2,RenxRen,https://play-lh.googleusercontent.com/a-/ALV-UjVS9C8RhBqj9IsXggE_5wlS8GmBAWX3QqcvODucaWirKqnKaaCR,lebih bagus versi sebelumnya,1,0,,2026-06-06 09:58:04,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala pada versi terbaru yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-10 09:35:56,,2026-06-23 15:49:11,negatif,Stabilitas Sistem dan Performa,Penurunan kinerja aplikasi setelah pembaruan sistem,UPDATE_ISSUE,High
d4a0eee5-30eb-480c-9783-9a17880631a4,Muhammad Rezky,https://play-lh.googleusercontent.com/a-/ALV-UjWCSxOeBBErwxwVX38oZk_fQk4AWm2hXqa4KdZmb1ZpR8c6hKNj,bisa lagi kembalikan fitur yang dulu sebelum versi sekarang ini karena Lebih susah akses materi sekarang daripada yang sebelumnya,1,1,4.9.9.1,2026-06-04 15:32:34,"Halo Kak, mohon maaf atas ketidaknyamanannya. Boleh diinformasikan detail kendala akses materi yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-10 09:50:14,4.9.9.1,2026-06-23 15:49:11,negatif,Masalah Pengunggahan dan Pengunduhan,Gagal mengunggah tugas dan mengunduh materi pembelajaran,FILE_TRANSFER_ERROR,Medium
1d20014f-960a-4834-8e71-7dfb993a1987,MUHAMMAD RIKY RAMADANI,https://play-lh.googleusercontent.com/a-/ALV-UjU56r8PXE-u4JaVNuKB2emzraeVNiqN15Fndb_7FAuisS2Aazc,"muter-muter pas ngerjain, bikin waktu ke pangkas",1,0,,2026-06-02 09:11:46,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-10 09:28:56,,2026-06-23 15:49:11,negatif,Stabilitas Sistem dan Performa,Kegagalan sistem saat pengumpulan tugas dan error server,PERFORMANCE_BUG,High
aa5b3e05-40eb-4257-9bea-dfa3ffdb9e84,Muhammad Haykal Rizqi,https://play-lh.googleusercontent.com/a-/ALV-UjVngUmRNzBCik1nU_vgKPJ6M7nj6nywET1GjsLIMut89DqsqIk9,"spam notifikasi nilai tugas diterima pas di klik notifnya ga tertuju pada satu tugas hanya ada di beranda edlink, ini sangat menganggu.",1,1,4.9.9,2026-06-02 08:47:55,"Halo Kak, mohon maaf atas ketidaknyamanannya. Saat ini, fitur ini sedang dalam proses penyesuaian oleh tim teknis kami, mohon ketersediaannya untuk menunggu.
Kakak bisa menghubungi kami di sevi.ma/helpdeskedlink. Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-10 09:22:56,4.9.9,2026-06-23 15:49:11,negatif,Masalah Autentikasi Pengguna,Gagal login dan kendala verifikasi email,LOGIN_AUTHENTICATION_ERROR,High
dc2d5c8a-45bb-4672-854d-00b812465481,Muhammad Ilham Khoiri,https://play-lh.googleusercontent.com/a-/ALV-UjXxO45sP5HcAnV-U5ydXvjfkwoQ_k6VzYGJJVUNqkw0gU6eZHcz,"kenapa tidak bisa terhubung ke internet yaa? saya mau ngumpulin tugas jadi tidak bisa apakah server error? sudah di uninstal tapi tetep sama, mohon perbaiki secepatnya.",1,0,4.9.9.1,2026-05-29 20:38:38,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-06-09 16:22:42,4.9.9.1,2026-06-23 15:49:11,negatif,Masalah Notifikasi dan Akses,Notifikasi tidak muncul dan kendala akses akun pengguna,NOTIFICATION_AND_ACCESS_ISSUE,High
d43100b1-56d8-442b-8d3f-0a7b2f942144,Sakila Nadin,https://play-lh.googleusercontent.com/a/ACg8ocLnYIPw3UWwxMRdh7wJsixhPrxI__GHZ9FVbQgAKg-k775Fig=mo,"saya upload tugas 5 kli pun gk kekirim k dosen, buat perbaikan lah ya, saya sampe gk ada nilai uts saya!",1,0,4.9.9.1,2026-05-29 08:10:39,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-29 13:26:41,4.9.9.1,2026-06-23 15:49:11,negatif,Stabilitas Sistem dan Performa,Kegagalan sistem saat pengumpulan tugas dan error server,PERFORMANCE_BUG,High
5461c25b-da8d-4d0e-baed-f1b67a446a7d,Su dirman co 061 Riman,https://play-lh.googleusercontent.com/a/ACg8ocJDqzPRjZKrrGVfK5gfaXF9XD5j2EyqYJl6Y6-yXyPviR6GIQ=mo,materi susah didownload jadi nial gw kecil,1,0,,2026-05-25 13:29:11,"Halo Kak, mohon maaf atas ketidaknyamanannya. Saat ini, fitur ini sedang dalam proses penyesuaian oleh tim teknis kami, mohon ketersediaannya untuk menunggu. Untuk sementara silahkan akses materi melalui website edlink.id ya. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-26 14:44:55,,2026-06-23 15:49:11,negatif,Masalah Stabilitas Server,Aplikasi sering mengalami error dan lambat,SERVER_CONNECTION_ERROR,High
760b68e7-541e-4880-ba1d-c6c418d7ec00,Muhammad Fadillah,https://play-lh.googleusercontent.com/a/ACg8ocIXXWmVG7GMYRwEUgFjK_xnODbjy3sVnoyymvhRcXf_l30vJgc=mo,"aplikasi jelek, banyak tugas👎👎👎",1,0,4.9.9.1,2026-05-23 10:38:36,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-26 14:46:24,4.9.9.1,2026-06-23 15:49:11,negatif,Kualitas Aplikasi Umum,Banyak bug dan aplikasi tidak berfungsi baik,GENERAL_PERFORMANCE_ISSUE,High
6712d6f5-d00c-459a-8568-448882add588,Hilda Novarilyani,https://play-lh.googleusercontent.com/a-/ALV-UjXcX_nFGCQEj0uPTmGDz493j_7bST3DUS1DSuxdcD3I5flB2P4,gak jelas satu aplikasi tapi tampilan beda-beda di tiap akun mahasiswa bikin mahasiswa sering ketinggalan informasi karena tampilannya gak sama merata,1,1,4.9.7,2026-05-19 15:45:53,"Halo Kak, mohon maaf atas kendala yang dihadapi. Masukan dari Kakak akan menjadi pertimbangan bagi kami dalam proses pengembangan Aplikasi Edlink ke depannya. Silahkan kirimkan feedback langsung ke email kami di edlink@sevima.com ya Kak. Terima kasih.",2026-05-26 14:50:59,4.9.7,2026-06-23 15:49:11,negatif,Pengalaman Pengguna dan UI,Tampilan baru menyulitkan dan fitur tidak nyaman,USER_EXPERIENCE_FEEDBACK,High
277a0e8b-27cf-4f80-9eb5-c9bd89e9e222,Martin Sarveno,https://play-lh.googleusercontent.com/a/ACg8ocIAVUAhqzCAcS_OSQBvbVKlttFl2tuTsuQtY8KIicqHNWlKyQ=mo,gk bisa quiz,1,0,,2026-05-18 11:24:09,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait kendala tersebut sudah kami perbaiki. Silakan melakukan update Edlink ke versi terbaru. Kakak juga bisa menghubungi kami di sevi.ma/helpdeskedlink. Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-26 14:53:08,,2026-06-23 15:49:11,negatif,Akses Akun dan Login,Kesulitan pengguna untuk masuk ke dalam aplikasi,LOGIN_ERROR,High
70eaa6af-b14b-44f7-be1c-f445ec7b9eaa,AI Management,https://play-lh.googleusercontent.com/a-/ALV-UjU2ihvj67KjUSHeAn8EYu--9Z8XUQxLh9QF3l9GqCnl1TnDByc,Update kali ini mengecewakan..,1,0,4.9.9,2026-05-18 10:49:21,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-19 10:40:24,4.9.9,2026-06-23 15:49:11,negatif,Stabilitas Sistem dan Performa,Penurunan kinerja aplikasi setelah pembaruan sistem,UPDATE_ISSUE,Medium
7588c6c6-e105-4beb-9ea5-60857fa51847,Zalatan Tatan,https://play-lh.googleusercontent.com/a-/ALV-UjUYocWtYPW8XnM8c9jHT3yHmh8hwufnEwszWP0KwYjdmrD-_n4,"saya sangat tidak suka dengan sistem yang baru ini, saya tidak bisa dengan leluasa dalam membuka semua sesi sesi yang ada",1,0,,2026-05-18 09:26:31,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-26 14:54:24,,2026-06-23 15:49:11,negatif,Pengalaman Pengguna dan UI,Tampilan baru menyulitkan dan fitur tidak nyaman,USER_EXPERIENCE_FEEDBACK,High
a224b3af-96b6-403a-8870-bf78d9a71cba,Sahrul Samsudin,https://play-lh.googleusercontent.com/a/ACg8ocLRYirT_-RjYXJNRTQjSwDz-pt3AmRTxwBSblMbPAUVDyHi4A=mo,update makin jelek anjir sekarang gak bisa liat detail kelasnya padahal sebelumnya bisa lihat waktu klik jadwal harian di kalender,1,0,,2026-05-17 18:22:01,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-19 10:40:10,,2026-06-23 15:49:11,negatif,Masalah Sinkronisasi Data,Data kelas tidak muncul dan gagal absensi,DATA_SYNC_ISSUE,High
00da9ea8-5412-476d-a3a1-f3b2a8d92028,Charly Ndarung,https://play-lh.googleusercontent.com/a/ACg8ocI0S_gMf1uYj2USSIaNBWpEJwvgNszYaF7Wi6CPdrrVBLktyw=mo,kaka kenapa saya punya pas login ada kesalahan server,2,0,,2026-05-08 08:21:36,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail dan gambar kendala yang Kakak alami ke email edlink@sevima.com untuk kami lakukan pengecekan lebih lanjut dengan tim teknis.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-08 15:51:55,,2026-06-23 15:49:11,negatif,Stabilitas Sistem,Kesalahan server saat login dan akses sistem,SERVER_ERROR,High
9e58e642-75ec-4e68-a309-54399ff7160b,ronal max,https://play-lh.googleusercontent.com/a/ACg8ocIHr7gkG5wZpyIGkZ38pkMaR4KgFoI5r9ky3LMr6JX_t-zZcg=mo,ribet hapus aja aplikasinya,1,0,,2026-05-05 14:52:23,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-06 10:12:15,,2026-06-23 15:49:11,negatif,Masalah Stabilitas Server,Aplikasi sering mengalami error dan lambat,SERVER_CONNECTION_ERROR,High
a8c94ee4-99b0-4d15-a566-5e6b8ad442ca,ronal gg,https://play-lh.googleusercontent.com/a/ACg8ocI3f1YJ1NuzfB-ewFNmJcPXhMNudNTvdPZoqVbj9CQ9Hy_nvw=mo,ruwet,1,0,4.9.8.6,2026-05-05 14:32:15,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-06 10:12:28,4.9.8.6,2026-06-23 15:49:11,negatif,Kualitas Aplikasi Umum,Performa aplikasi buruk dan tidak responsif,GENERAL_PERFORMANCE_ISSUE,High
5ccebf7c-0be9-4d3c-9027-4b06ea84fc64,Zikra Mahkota Hasan 17,https://play-lh.googleusercontent.com/a-/ALV-UjUUlt2mtP06Gz-bEaVcj5DU6awMdiTn2tPNIddCvkkMUSph5yzS,Tolong dioptimalkan lagi aplikasi edlink ini saya mau absen suka bermasalah Mulu kayak tidak valid lah padahal akun nya bener,1,0,4.9.8.6,2026-05-05 08:34:37,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait absensi QR code, akan selalu berubah dalam beberapa detik. Maka jika QR absensi tidak valid silahkan dikoordinasikan dengan dosen pengajar.
Jika ada diskusi lanjutan, silakan hubungi kami di sevi.ma/helpdeskedlink. Apabila kendala teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-06 10:16:58,4.9.8.6,2026-06-23 15:49:11,negatif,Kualitas Aplikasi Umum,Banyak bug dan aplikasi tidak berfungsi baik,GENERAL_PERFORMANCE_ISSUE,Medium
f2261622-6f0a-44a2-ad37-c67843028776,M. Zuhra Husnayan,https://play-lh.googleusercontent.com/a-/ALV-UjXnbpg914b933MxK3obHCPxBGEDx2ZPe3IjrsQmaA2511n1XCB6,kenapa opsi membayar dengan BSI dihilangkan ya? padahal sebelumnya ada. ini membuat saya susah dalam melakukan pembayaran,1,0,4.9.8.6,2026-05-04 14:22:57,"Halo Kak, mohon maaf atas ketidaknyamanannya. Terkait hal ini, silahkan dapat dikoordinasikan dengan Pihak Perguruan Tinggi, karena metode pembayaran tersebut diluar scope kami.
Jika ada diskusi lanjutan, silakan hubungi kami di sevi.ma/helpdeskedlink. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-06 10:19:38,4.9.8.6,2026-06-23 15:49:11,negatif,Sistem Pembayaran,Kendala pembayaran tagihan dan notifikasi pembayaran,PAYMENT_ISSUE,High
8af17c2d-347b-4d91-9ab6-af14dc62fa15,Abi Praya,https://play-lh.googleusercontent.com/a-/ALV-UjXDO8tTSHM3r8g1anPLBSqxnZQ8Lq9MR76tvGER_Yqs6P3azaek,awalnua berfungsi dengan baik. tapi akhir2 ini bermasalah... gimana dong ini,1,0,,2026-05-03 20:22:05,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-04 10:48:08,,2026-06-23 15:49:11,negatif,Kualitas Aplikasi Umum,Banyak bug dan aplikasi tidak berfungsi baik,GENERAL_PERFORMANCE_ISSUE,Medium
22b40386-df88-4930-bb05-9da8d557ac0f,Akang ojan,https://play-lh.googleusercontent.com/a-/ALV-UjW_kkxLLtT7-8TqNkrdkPIcPBaM3Ela1kYcElDVrnDcuwDXjFk,aplikasi error masa minta kode pas aku masukin kode verifikasi malah gak bisa udah berapa kali coba aneh,1,0,4.9.8.6,2026-05-02 21:20:26,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-05-04 10:48:02,4.9.8.6,2026-06-23 15:49:11,negatif,Masalah Autentikasi Pengguna,Gagal login dan kendala verifikasi email,LOGIN_AUTHENTICATION_ERROR,High
afb45f9a-163a-4dd8-8f45-39cea91fde2b,MARADONA TADJO TALLO,https://play-lh.googleusercontent.com/a-/ALV-UjWEcFG2dWXf3tSOB22IuCMFm0q6fBC5N07XD0R6XRJ-ET_pCW5L,tolong perbaiki apk setiap kali saya buka selalu terjadi kesalahan pada server,1,0,4.9.8.6,2026-04-26 06:32:27,"Halo Kak, mohon maaf atas ketidaknyamanannya. Silakan kirimkan detail kendala yang Kakak alami ke email edlink@sevima.com atau bisa disampaikan pula melalui Helpdesk Edlink di sevi.ma/helpdeskedlink.
Kami akan membantu kendala yang dialami. Apabila kendala telah teratasi, jangan lupa untuk memperbarui rating ya. Terima kasih.",2026-04-28 15:53:59,4.9.8.6,2026-06-23 15:49:11,negatif,Stabilitas Sistem,Kesalahan server saat login dan akses sistem,SERVER_ERROR,High
