reviewId,content,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob
78b4dd73-4c8a-4c2d-81fe-a2e22a48ab8a,"Kenapa edlink sekarang sering error, padahal sudah berkali-kali di upgrade mohon segera di perbaiki ya, terima kasih.",0,Mohon Tolong Saya,0.8472974300384521,21,Kesalahan Server Terjadi,0.7850208878517151,4,Kenapa Bisa Tidak,0.7844464778900146
fec267e7-f627-43f8-a8a8-40a5b8449a22,"Apk sampah, kok gak bisa upload 3 file tugas sekaligus?",11,File Upload Bisa,0.8225752115249634,4,Kenapa Bisa Tidak,0.7432394623756409,23,Profil Foto Berhenti,0.7416732311248779
f7a0b53f-1f2a-441f-8cc9-f31506b38e95,banyak bug,7,Bug Banyak Bermasalah,0.8831334710121155,3,Buruk Lumayan Lambat,0.8303674459457397,28,Terlalu Cepat Update,0.7738654017448425
def7c1d8-0c2a-438f-851b-48e1c1a231fc,"halo min mohon maaf min mau bertanya, min ini kenapa ya saya mau mengunduh file dari dosen ga bisa di unduh kenapa ya? btw kalau ada bug atau error di update lagi secara bertahap aja min jangan lupa memikiran realistisnya juga min",0,Mohon Tolong Saya,0.8481868505477905,5,Yang Mahasiswa Kita,0.8000531792640686,8,Kelas Yang Muncul,0.7739747762680054
74239563-73a2-4aa7-b37e-297d5f937df2,lebih bagus versi sebelumnya,14,Update Makin Optimal,0.7389374375343323,7,Bug Banyak Bermasalah,0.713943600654602,6,Eror Mulu Lambat,0.6840759515762329
d4a0eee5-30eb-480c-9783-9a17880631a4,bisa lagi kembalikan fitur yang dulu sebelum versi sekarang ini karena Lebih susah akses materi sekarang daripada yang sebelumnya,1,Tugas Mengirim Download,0.6805254817008972,14,Update Makin Optimal,0.7342774868011475,9,Makin Banget Nih,0.7134743928909302
1d20014f-960a-4834-8e71-7dfb993a1987,"muter-muter pas ngerjain, bikin waktu ke pangkas",10,Gara Mulu Tugas,0.7248140573501587,9,Makin Banget Nih,0.6159875392913818,6,Eror Mulu Lambat,0.5819921493530273
aa5b3e05-40eb-4257-9bea-dfa3ffdb9e84,"spam notifikasi nilai tugas diterima pas di klik notifnya ga tertuju pada satu tugas hanya ada di beranda edlink, ini sangat menganggu.",2,Email Sudah Login,0.7923145890235901,18,Notif Notifikasi Ada,0.8077031970024109,5,Yang Mahasiswa Kita,0.7929177284240723
dc2d5c8a-45bb-4672-854d-00b812465481,"kenapa tidak bisa terhubung ke internet yaa? saya mau ngumpulin tugas jadi tidak bisa apakah server error? sudah di uninstal tapi tetep sama, mohon perbaiki secepatnya.",0,Mohon Tolong Saya,0.8762416243553162,21,Kesalahan Server Terjadi,0.8372294306755066,2,Email Sudah Login,0.8305481672286987
d43100b1-56d8-442b-8d3f-0a7b2f942144,"saya upload tugas 5 kli pun gk kekirim k dosen, buat perbaikan lah ya, saya sampe gk ada nilai uts saya!",10,Gara Mulu Tugas,0.8023768067359924,8,Kelas Yang Muncul,0.8491438031196594,1,Tugas Mengirim Download,0.829261064529419
5461c25b-da8d-4d0e-baed-f1b67a446a7d,materi susah didownload jadi nial gw kecil,6,Eror Mulu Lambat,0.7366611361503601,10,Gara Mulu Tugas,0.7418198585510254,9,Makin Banget Nih,0.738891065120697
760b68e7-541e-4880-ba1d-c6c418d7ec00,"aplikasi jelek, banyak tugas👎👎👎",7,Bug Banyak Bermasalah,0.8423845767974854,28,Terlalu Cepat Update,0.7741818428039551,16,Sering Log Out,0.7488527297973633
6712d6f5-d00c-459a-8568-448882add588,gak jelas satu aplikasi tapi tampilan beda-beda di tiap akun mahasiswa bikin mahasiswa sering ketinggalan informasi karena tampilannya gak sama merata,5,Yang Mahasiswa Kita,0.7537668943405151,20,Curang Kampus Deteksi,0.7255225777626038,8,Kelas Yang Muncul,0.7123634815216064
277a0e8b-27cf-4f80-9eb5-c9bd89e9e222,gk bisa quiz,13,Bisa Login Dapat,0.8488389849662781,6,Eror Mulu Lambat,0.738052487373352,7,Bug Banyak Bermasalah,0.7330021858215332
70eaa6af-b14b-44f7-be1c-f445ec7b9eaa,Update kali ini mengecewakan..,14,Update Makin Optimal,0.695503830909729,7,Bug Banyak Bermasalah,0.6723187565803528,28,Terlalu Cepat Update,0.6671758890151978
7588c6c6-e105-4beb-9ea5-60857fa51847,"saya sangat tidak suka dengan sistem yang baru ini, saya tidak bisa dengan leluasa dalam membuka semua sesi sesi yang ada",5,Yang Mahasiswa Kita,0.7248697280883789,24,Sehingga Kurang Membuat,0.7257776260375977,0,Mohon Tolong Saya,0.6559097766876221
a224b3af-96b6-403a-8870-bf78d9a71cba,update makin jelek anjir sekarang gak bisa liat detail kelasnya padahal sebelumnya bisa lihat waktu klik jadwal harian di kalender,8,Kelas Yang Muncul,0.7264694571495056,27,Info Pembayaran Jatuh,0.7385516166687012,9,Makin Banget Nih,0.7328931093215942
