reviewId,content,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob
8f9adf62-f106-4bc6-90b2-8b6460c59c1b,iklan nya terlalu banyak itu aplikasi,11,Banyak Bagus Tapi,0.8107037544250488,24,Iklan Mengganggu Terlalu,0.8127302527427673,21,Iklan Menit Iklann,0.8107678890228271
44577179-576c-4275-8f45-ed4c2c26204a,bnyak kali iklan ny,17,Banyak Iklan Iklannya,0.9185670614242554,10,Kebanyakan Iklan Banyak,0.8474448919296265,21,Iklan Menit Iklann,0.7836403846740723
839be6c8-1c4e-493a-b71f-8d0ada7d9d31,kode otp pakai no hp nggk bisa lewat sms yaaa,8,Saya No Bisa,0.7282779216766357,1,Bayar Paket Beli,0.6629880666732788,13,Buka Bisa Di,0.6405919790267944
1eb06f9f-32ae-452a-b870-0a5d95b64ff5,apl nya bagus tapi kenapa harus bayar coba di gratis ajaa,11,Banyak Bagus Tapi,0.8378103971481323,1,Bayar Paket Beli,0.818850040435791,3,Tolong Nya Kurangi,0.8079860806465149
1a53c572-5e4a-4ea8-a10a-1bcba12faa92,"untuk developer, saya menikmati acara TV di aplikasi ini, tetapi mohon untuk sebisa mungkin dikurangi iklannya, jangan secara masif masuk ke satu streaming, dan juga ada bug dimana saat selesai menonton iklan, iklan yang sama ditunjukkan lagi seperti diulang, jadi bug itu sangat meresahkan dan harus keluar masuk streaming setiap kali ada bug iklan itu, jadi saya mohon secepat mungkin untuk di fix karena ini aplikasi satu-satunya saya nonton channel tv yang bisa saya tonton setelah tv saya rusak",0,Saya Di Sudah,0.8209693431854248,3,Tolong Nya Kurangi,0.7725075483322144,2,Tv Menonton Siaran,0.7471610307693481
0ba5b2db-e8cb-4e30-81c6-aae813ad5f8a,tiga bintang dulu soalnya baru nyoba ni aplikasi video,20,Download Asmara Magic,0.7678674459457397,16,Bintang Kasih Aku,0.8056843876838684,26,Tau Nih Express,0.7689610123634338
74affad7-a50d-4ea7-a69a-c1a2d1e86c6c,kurangin dikit deh iklannya,14,Dulu Coba Iklannya,0.7502557039260864,17,Banyak Iklan Iklannya,0.6643574237823486,21,Iklan Menit Iklann,0.6532377004623413
d55f3de2-d1c2-4981-aef5-d9fa23d66f2b,udh bayar. malah ngk ada tayangnya Piala Dunia... huft,2,Tv Menonton Siaran,0.7229363918304443,15,Liga Inggris Vs,0.7394310235977173,1,Bayar Paket Beli,0.7146181464195251
f59d2c56-ffc7-4ca4-9dee-e54eca6238c0,"abis di update bukanya bagus malah bikin muak ,, ini kenapa pas streaming lemot bngt padahal wifi lancar buka Ig FB gak ada kendala,, di vidio doang buffering mlu perbaiki lah bug nya",0,Saya Di Sudah,0.8735921382904053,5,Sinyal Padahal Banget,0.8619550466537476,3,Tolong Nya Kurangi,0.8268768787384033
2740ce43-64b0-4c98-9513-c570913d4737,ok,7,Ok Oke Good,0.9360458850860596,4,Bagus Lumayan Mantap,0.8021703362464905,14,Dulu Coba Iklannya,0.7266406416893005
6aaf5e67-afb3-4009-8938-1fe0facf48c0,vidio live tv ga bisa diputar,0,Saya Di Sudah,0.6584900617599487,13,Buka Bisa Di,0.7732024192810059,9,Menonton Patah Live,0.7549494504928589
dcbefafe-ddb1-4f68-a08b-e7b913341d2a,bisa nonton piala dunia gak sih via Vidio ?,2,Tv Menonton Siaran,0.7394908666610718,9,Menonton Patah Live,0.7675248384475708,15,Liga Inggris Vs,0.7636464238166809
66a5fada-219b-4ba4-b028-08a353f3672f,Kenapa disaat memutar siaran ulang di apk vidio iklannya buannyaakk banget. Tolong pihak vidio kurangin iklannya,2,Tv Menonton Siaran,0.8215252757072449,9,Menonton Patah Live,0.7913700938224792,3,Tolong Nya Kurangi,0.7884988784790039
1f209d2a-e8c5-419c-b376-1241662f9985,coba dulu,14,Dulu Coba Iklannya,0.8824543952941895,4,Bagus Lumayan Mantap,0.7193554639816284,7,Ok Oke Good,0.7184975147247314
fef02eb9-2e55-44e5-90ba-0a91a7feb798,layar jadi beku ketika nonton live bola di mode layar penuh,0,Saya Di Sudah,0.5633924007415771,9,Menonton Patah Live,0.7116278409957886,2,Tv Menonton Siaran,0.6272090673446655
039e33aa-22da-4bef-9e0a-b9272f08f058,Untuk nonton streaming bola ngeleg parah. tapi kalo nonton chanel tv live streaming aman aja. kan aneh ya,5,Sinyal Padahal Banget,0.7761456966400146,2,Tv Menonton Siaran,0.8523512482643127,9,Menonton Patah Live,0.832251787185669
08a9b80f-c745-4f71-b958-b4304b4e9f39,tiap beli paket bonus vidio 30d...filmnya itu itu aja,1,Bayar Paket Beli,0.7360763549804688,21,Iklan Menit Iklann,0.7091253995895386,19,Mahal Harga Naik,0.7051310539245605
137ebad9-62e6-4721-9ade-ed54cc8dfda1,"bagus, tapi aku sedikit ragu kak, takut aplikasi ini merusak/ mem error kan tv ,, semoga tidak ada halangan untuk aplikasi ini. semoga bagus untuk program aplikasi ini di tv",0,Saya Di Sudah,0.7781026363372803,3,Tolong Nya Kurangi,0.7927794456481934,20,Download Asmara Magic,0.7535413503646851
2173330e-dbe0-45e7-922f-36076c7c3004,bagus baik berkualitas,18,Ada Tidak Rcti,0.6577573418617249,4,Bagus Lumayan Mantap,0.7624906301498413,14,Dulu Coba Iklannya,0.6703084111213684
6e939aa9-94f0-4cf6-ac6a-01006b0d52af,"dapat bundling langganan vidio dari provider internet, tapi sekarang iklannya seperti nonton TV konvensional",9,Menonton Patah Live,0.757136344909668,1,Bayar Paket Beli,0.7721712589263916,2,Tv Menonton Siaran,0.7540785074234009
b85c44c8-0821-42c5-8a6f-2c6ddf00db48,kenapa ketika klik langganan munculnya halaman tidak tersedia???,5,Sinyal Padahal Banget,0.6960369944572449,13,Buka Bisa Di,0.7293796539306641,8,Saya No Bisa,0.7242335081100464
20aa2f77-929a-4a86-80e5-313a98481ee2,"sdh bayar tetap.ga bisa nonton ,padahal sdh bayar 1 bulan",1,Bayar Paket Beli,0.8115656971931458,0,Saya Di Sudah,0.7344890236854553,23,Membeli Transaksi Paket,0.7240647673606873
