reviewId,content,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob
2625c4dc-912f-4c73-b13f-e4be6c4664dc,bagus,1,Bagus Sangat Baik,0.9577546119689941,0,Good Ok Oke,0.8737449049949646,2,Mantap Keren Banget,0.7971177101135254
3fc99514-b576-4ffb-aac5-03bb38f89f4d,bagusss sekaliii,1,Bagus Sangat Baik,0.8347055912017822,2,Mantap Keren Banget,0.8132582306861877,10,Suka Banget Aku,0.7448626756668091
ed8656e9-af50-44a6-8419-6ae078f95540,ok,0,Good Ok Oke,0.9317219257354736,15,Mantul Mntap Mantaf,0.7972676157951355,26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,0.7926391363143921
bbcfe369-ed82-4993-9725-cb6f01e1bcf6,good,0,Good Ok Oke,0.9154136776924133,15,Mantul Mntap Mantaf,0.7833899855613708,18,Like This Sok,0.7776778340339661
9e85455b-5e18-4808-a04c-352346ee2e9c,lebih lancarkan lagi kurangi loading lama untuk memutar,0,Good Ok Oke,0.4166719317436218,21,Hapus Fitur Riwayat,0.6651292443275452,7,Iklan Tapi Banyak,0.6501582860946655
fd5ad188-aa60-436a-b9af-8705dbe8a114,mantap kualitas jernih untuk hiburan di rumah,3,Film Menonton Bagus,0.7149763107299805,13,Tv Menonton Dimana,0.7219384908676147,5,Aplikasi Menonton Ini,0.6691363453865051
ff7e33cc-ee2e-486c-8d6a-f221ef1d1de1,"sebenernya banyak kurang nya buat vitur vitur tpi menurut ku yg paling penting untuk beberapa film atau series adain dub eng nya karna buat aku yg mau belajar terbiasa dengerin percakapan inggris tpi ga terlalu suka sm film Inggris dub nya emg butuh bgt, trs bedain file barat, asia, action, horor dll jangan cuma anime entertain kayak terlalu sedikit itu aja dulu yg lainya udh oke",6,Film Tidak Rcti,0.7237124443054199,4,Saya Tidak Di,0.6840511560440063,7,Iklan Tapi Banyak,0.6779323816299438
ae6795c9-192f-4e84-a30a-722d4c7048d7,👍👍👍,0,Good Ok Oke,0.8899383544921875,26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,0.812561571598053,15,Mantul Mntap Mantaf,0.7451887130737305
4007c9a8-7e15-4bb1-adf4-623a9483873b,bagaimana cara mengubah metode pembayaran nya???,16,Beli Pulsa Pakai,0.7046176195144653,4,Saya Tidak Di,0.6229021549224854,21,Hapus Fitur Riwayat,0.6122393608093262
91e40bc6-52a6-4e42-87c1-acd191ba654c,sangat baik,1,Bagus Sangat Baik,0.8949915170669556,9,Aplikasi Sangat Bagus,0.7699295878410339,0,Good Ok Oke,0.7536159753799438
69125b0f-ffe1-45a1-b01c-52889b4de67f,"ok,menyenangkan",2,Mantap Keren Banget,0.8100183010101318,1,Bagus Sangat Baik,0.8278507590293884,0,Good Ok Oke,0.8176443576812744
f0af7432-b390-4e32-8c7f-d6e267f41f4a,bagus bangett aplikasi nyaa,5,Aplikasi Menonton Ini,0.8546353578567505,9,Aplikasi Sangat Bagus,0.7916070222854614,3,Film Menonton Bagus,0.7754874229431152
56a6e90d-6b3b-4499-a2f6-d494d1b7931d,tolong ditambahkan siaran piala dunia pliss,6,Film Tidak Rcti,0.7513558864593506,14,League Liga Premier,0.7516430616378784,3,Film Menonton Bagus,0.6971879005432129
80adbc32-23e7-4184-be7e-e680ab403b13,mantab,2,Mantap Keren Banget,0.9445250630378723,0,Good Ok Oke,0.8523069620132446,15,Mantul Mntap Mantaf,0.8395833373069763
1e5fc513-8f71-43b9-a3bd-1bce59a72e9e,awesome,-1,Sippp Awesome Ajib,0.0,0,Good Ok Oke,0.7579572796821594,18,Like This Sok,0.7232831716537476
7c1328ae-8412-49b7-bd62-a4364c6853e3,bagus banget apknyA,5,Aplikasi Menonton Ini,0.7953282594680786,9,Aplikasi Sangat Bagus,0.7659473419189453,2,Mantap Keren Banget,0.7641632556915283
f460c31d-1ae9-40a5-8af4-73b52864495b,tip top,0,Good Ok Oke,0.7905454635620117,15,Mantul Mntap Mantaf,0.7146336436271667,26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,0.7141845226287842
db902876-b44e-4966-8dd1-99f018e1170a,ok untuk hiburan,3,Film Menonton Bagus,0.6870225667953491,0,Good Ok Oke,0.7816676497459412,1,Bagus Sangat Baik,0.7441975474357605
7dcdfb71-8041-4c85-9c64-dab5fb7109b3,aplikasi yang bagus,9,Aplikasi Sangat Bagus,0.9367682933807373,1,Bagus Sangat Baik,0.787736177444458,17,Mudah Ribet Gunakan,0.7739565968513489
c0584887-59a6-4a6a-a493-b7a96fbc00a4,"saya sportif, sekarang sesuai harapan saya, apabila nanti seperti sebelumnya lagi maka saya akan rating 1 lagi.",8,Terima Kasih Semoga,0.5766429901123047,22,Bintang Kasih Dulu,0.6372383832931519,14,League Liga Premier,0.5988983511924744
c46730d8-86b9-425e-bf86-c4a13c6e418e,kepada admin segera hilang kan iklan sponsor nih dong saya merasa terganggu akibat iklan sponsor.,7,Iklan Tapi Banyak,0.6977075934410095,4,Saya Tidak Di,0.7376611232757568,19,Cepat Respon Terima,0.697422981262207
27f2aaab-a923-49da-8c5b-ec1b820c9cd4,good,0,Good Ok Oke,0.9154136776924133,15,Mantul Mntap Mantaf,0.7833899855613708,18,Like This Sok,0.7776778340339661
516d63ff-6b07-46e2-a3e1-1daf369f2fab,ok,0,Good Ok Oke,0.9317219257354736,15,Mantul Mntap Mantaf,0.7972676157951355,26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,0.7926391363143921
77115b3b-1991-424e-9acd-5d8c16233064,mantap,2,Mantap Keren Banget,0.9835163354873657,1,Bagus Sangat Baik,0.8448479175567627,0,Good Ok Oke,0.8441786170005798
c524e1c2-53aa-4fa1-a408-603b3a1dc1ee,video nya bisa nonton bola,5,Aplikasi Menonton Ini,0.7667571902275085,13,Tv Menonton Dimana,0.8052403926849365,3,Film Menonton Bagus,0.8019862771034241
cfc366b6-52a9-4bda-a648-736effe2f5f7,bagus sekali baik sekali,1,Bagus Sangat Baik,0.8172773122787476,8,Terima Kasih Semoga,0.7353739142417908,2,Mantap Keren Banget,0.7094911336898804
705b9a5a-fdf9-4db1-9535-f80149f91931,👍👍,0,Good Ok Oke,0.8899383544921875,26,Ufc Bagus² 𝑏𝑎𝑔𝑢𝑠,0.812561571598053,15,Mantul Mntap Mantaf,0.7451887726783752
052b8268-e557-4382-914e-110525013bd8,dana gw udah 3x Ilang jir gara gara langganan otomatis 😭😭,4,Saya Tidak Di,0.682044506072998,16,Beli Pulsa Pakai,0.6880271434783936,21,Hapus Fitur Riwayat,0.622935950756073
d2fde445-48d5-463d-b112-ce7eca5bb481,hmm sudah bagus cuman ada sedikit masalah video kadang tidak bisa diputar dan pernah saya terkeluar sendiri itu mengganggu saya menonton semoga ini cepat teratasi,19,Cepat Respon Terima,0.7234337329864502,4,Saya Tidak Di,0.8071525692939758,21,Hapus Fitur Riwayat,0.7751625776290894
fcad9019-1b7b-46b6-aea4-0ab9ac091cf5,ini udh bagus bgt vidio tapi ada satu hal yang disayangkan bgt yaitu GAK ADA WORLD CUP 2026 coba kalau ada pasti rame lagi vidio JADI PESAN SAYA coba siarkan piala Dunia 2026 plis dibalas plis 🙏,11,Coba Tingkatkan Mencoba,0.5867989659309387,6,Film Tidak Rcti,0.7298402786254883,4,Saya Tidak Di,0.6903589963912964
