reviewId,content,sentiment,topic_id,topic_name,business_category,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob
cc9ffc3e-cedb-4b46-bfee-3e4996d113b8,saya sukah sekali,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,10,Suka Banget Aku,0.8633159399032593
4444fe41-b604-4cb9-86a0-baca20199378,menyedihkannn,negatif,-1,Sepotong Aplikasi Gabut,Lain-lain / Noise,0.0,2,Buruk Berbayar Aplikasi,0.7158856391906738
f558495b-5b5b-4079-a66e-bcbd35b5c1ed,ga dulu deh,negatif,-1,Sepotong Aplikasi Gabut,Lain-lain / Noise,0.0,2,Buruk Berbayar Aplikasi,0.7374240159988403
19f0658d-f25d-44fc-8a77-bd7128adbaea,mntap,negatif,-1,Sepotong Aplikasi Gabut,Lain-lain / Noise,0.0,19,Ok Keren Lumayan,0.7034457921981812
ff894852-e52c-4db2-8806-3e252afbb8b1,Tmbhe lgi,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,28,Pernando Fb Diyan,0.7723759412765503
11eb5613-e592-4f17-9a87-40ce2c1eb51e,Ajibb,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,15,Mantul Mntap Mantaf,0.8072670698165894
8ff755ef-18a8-4774-849f-f454dfc963a3,lanjut,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,0,Good Ok Oke,0.8406080603599548
1ae07793-bc86-4a7c-96f0-1eae6ceed618,sangat bguus,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,2,Mantap Keren Banget,0.794154703617096
611fec0a-3e83-45a0-9e2d-330714adeeb6,Aplikasi terjelek,negatif,-1,Sepotong Aplikasi Gabut,Lain-lain / Noise,0.0,8,Aplikasi Sampah Tolol,0.7552205324172974
f8f0ff1e-afbc-4293-908e-e0871681bf6d,Siiiip,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,15,Mantul Mntap Mantaf,0.8551901578903198
1c2f43eb-4472-4f82-8410-efa1ab9b6e29,Vdeo,positif,-1,Sippp Awesome Ajib,Lain-lain / Noise,0.0,0,Good Ok Oke,0.7901914119720459
